ID,PLANILLA,DISENO,PISO,DIRECCION,D+0.25L,Tx(s),Ty(s),Qmin,Qmax,Qx[tonf],Qy[tonf],AREA PLANTA,MURO,L [cm],xi [cm],yi [cm],Espaciamiento de clavos [cm],Cantidad de Tableros OSB,#PPDD de Borde externos,#PPDD de Borde internos,Espaciamiento,# PPDD total,Diametro ATS [cm]
,P2 con ATS (Sin pandeo eje debil),P2_5_0.002_5.5_C_II_3_MGP10_ATS_Op,1,X,148936.0284149641,0.3898808150221476,0.4083737482574076,,,119.75936715958667,119.75936715958667,4366070.964799999,12.1,155,793,2350,5,2,3,2,20.0,11,4.445
,P2 con ATS (Sin pandeo eje debil),P2_5_0.002_5.5_C_II_3_MGP10_ATS_Op,1,X,148936.0284149641,0.3898808150221476,0.4083737482574076,,,119.75936715958667,119.75936715958667,4366070.964799999,12.2,155,970,2350,5,2,3,2,20.0,11,4.445
,P2 con ATS (Sin pandeo eje debil),P2_5_0.002_5.5_C_II_3_MGP10_ATS_Op,1,X,148936.0284149641,0.3898808150221476,0.4083737482574076,,,119.75936715958667,119.75936715958667,4366070.964799999,13.1,120,162,2472,5,2,2,2,20.0,8,4.445
,P2 con ATS (Sin pandeo eje debil),P2_5_0.002_5.5_C_II_3_MGP10_ATS_Op,1,X,148936.0284149641,0.3898808150221476,0.4083737482574076,,,119.75936715958667,119.75936715958667,4366070.964799999,13.2,171,385,2472,5,2,3,2,20.0,11,4.445
,P2 con ATS (Sin pandeo eje debil),P2_5_0.002_5.5_C_II_3_MGP10_ATS_Op,1,X,148936.0284149641,0.3898808150221476,0.4083737482574076,,,119.75936715958667,119.75936715958667,4366070.964799999,13.3,171,1362,2472,5,2,3,2,20.0,11,4.445
,P2 con ATS (Sin pandeo eje debil),P2_5_0.002_5.5_C_II_3_MGP10_ATS_Op,1,X,148936.0284149641,0.3898808150221476,0.4083737482574076,,,119.75936715958667,119.75936715958667,4366070.964799999,13.4,120,1636,2472,5,2,2,2,20.0,8,4.445
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,1.1,120,162,0,5,2,2,1,20.0,7,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,1.2,171,385,0,5,2,2,2,20.0,10,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,1.3,171,1362,0,5,2,2,2,20.0,10,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,1.4,120,1636,0,5,2,2,1,20.0,7,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,2.1,155,793,122,5,2,2,2,20.0,10,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,2.2,155,970,122,5,2,2,2,20.0,10,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,3.1,288,184,352,5,2,3,2,20.0,15,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,3.2,288,1446,352,5,2,3,2,20.0,15,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,4.1,162,0,644,5,2,2,1,20.0,8,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,4.2,330,184,644,5,2,3,2,20.0,16,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,4.3,330,1404,644,5,2,3,2,20.0,16,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,4.4,162,1756,644,5,2,2,1,20.0,8,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,5.1,642,638,725,5,2,3,3,20.0,26,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,6.1,162,0,866,5,2,2,2,20.0,10,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,6.2,352,184,866,5,2,3,2,20.0,17,2.8575
,P2 con ATS (Sin pandeo eje debil),P2_5_0.004_6.5_C_II_3_MGP10_ATS,1,X,149754.6720458641,0.43063709762449365,0.423886753055761,,,105.7286963699472,105.7286963699472,4366070.964799999,6.3,126,616,866,5,2,2,1,20.0,7,2.8575
